"","ID","EMPLOYER","VEHPERDR","VEHPERWK","COMMTIME","NORMHOUR","SPEED","OVERTIME","CSO9FT4","CSO9FT3","CSO9FT5","CSO9FT6","CSO9FT9","CSO9FT1","CSO9FT2","CSO9FT8","CSO9FT7","EFACT1","EFACT3","EFACT9","EFACT7","EFACT2","EFACT5","EFACT6","EFACT4","C1CONT","JOBCONST","MANCONST","SELFDRIV","TECHCONS","C1CONTC","C1CONTH","C2CONT","C2CONTC","C2CONTH","CHILD616","CH616F","CHILDLT6","CHILDINH","C3H17M","FEMALE","JOBHOME","LD","MANDPRV","NOSPACE","PCNAV","SUPERVIS","UNAWARE","TSUPNO","F1NVEH","F2HWPLDI","F3HWPLMI","F4WPLHMI","F8AGEGR","F9HHSIZ","F10LT2","F10B6_15","F10B2_5","F11","F12FTWKE","F12PTWKE","F13DRLIC","F14HHLIC","F15EDUC","F16INCOM","DISTANCE","F7SEX","B4OCCUP"
"156",2006,1,1,1,100,80,50.4,0,0.21665,1.35455,-0.0883,1.78188,0.7635,1.26775,-0.90485,0.42452,-0.49852,0.5252,-0.35747,0.70836,-0.20077,-1.08127,-1.20246,-0.39184,-1.00206,4,0,0,1,0,4,4,4,4,4,0,0,0,0,1,1,1,7,0,0,0,0,0,0,2,42,50,50,4,2,0,0,0,2,-1,-1,1,1,3,4,84,1,2
"157",2007,1,1,1,60,0,20,0,1.17215,1.4533,0.94515,1.10563,1.30023,1.56836,0.73541,0.16641,1.24616,0.4635,0.09169,1.17737,0.42716,-0.40365,1.35698,-0.85028,0.48783,2,1,0,1,0,1,2,2,1,2,1,0,0,1,0,0,0,5,0,0,0,1,0,0,2,10,25,35,3,4,0,2,0,2,1,1,1,1,3,2,20,2,2
"158",2008,1,1,1,10,0,24,0,-0.48465,0.62892,-0.7388,0.3232,-1.3157,-0.6572,-0.80194,-0.48151,-0.6444,-1.61465,-0.20156,-0.72741,0.06463,1.01083,-0.39448,-0.02488,0.60088,4,1,0,1,2,3,4,3,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,5,5,3,1,0,0,0,2,1,0,1,0,4,3,4,2,2
"159",2009,1,1,1,60,80,30,0,0.11682,-0.84452,-0.02759,-0.54502,-0.41697,0.07226,-0.16636,-1.37724,-0.63749,-0.18089,0.38459,-0.62471,-0.8188,-0.14956,0.29811,-0.65009,-0.50108,3,0,0,1,3,3,3,3,3,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,15,30,30,3,2,0,0,0,2,2,0,1,1,4,4,30,2,2
"160",2011,1,1,1,90,0,40,5,0.08785,-0.71826,-0.62403,1.27644,1.49662,0.05042,-0.26265,-0.32048,0.83606,-0.08686,-0.20587,0.26561,-0.27986,0.65958,-0.92232,-0.04277,0.29311,5,0,0,1,0,5,4,5,5,4,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,30,45,45,4,2,0,0,1,2,1,0,1,0,6,4,60,1,2
"161",2012,1,1,1.5,65,80,36.9,0,0.75521,-0.71877,-0.52755,-0.68865,1.35607,0.91677,-0.88378,-0.60198,1.17585,0.21838,0.273,0.96024,0.14197,-0.7495,-0.50934,0.55383,0.19295,3,0,0,1,0,3,3,3,3,3,0,0,1,1,1,1,1,4,0,0,0,0,0,0,3,20,30,35,3,4,0,0,1,2,2,0,1,2,4,5,40,1,2
"162",2013,1,1,1,32,80,45,0,0.25956,1.42007,0.31087,1.68119,-1.5181,-0.6395,1.52711,0.8164,0.66803,-0.15907,0.22166,-0.76456,0.12993,0.66286,-0.62493,-0.07953,-1.36287,1,1,1,1,3,0,1,0,0,0,1,1,0,1,0,1,1,8,0,0,0,0,1,1,2,12,15,17,3,3,0,1,0,2,2,0,1,1,3,3,24,1,2
"163",2014,1,1.5,1.5,90,80,28,0,0.56378,-0.81653,-0.74058,0.88292,0.728,0.82365,-0.89873,-1.62652,-0.87242,0.30797,0.24825,0.13592,0.18953,0.30364,-0.25605,0.44577,0.42552,4,0,1,1,2,3,4,3,3,3,0,0,0,0,0,0,1,4,0,0,0,0,0,1,3,21,35,55,5,2,0,0,0,2,1,1,1,1,3,3,42,2,2
"164",2015,1,1,1,40,80,45,5,-0.87659,-0.8011,-0.71152,-0.80452,0.85506,-0.13826,-0.84793,0.19069,-0.78112,0.36086,-0.64496,-0.31061,0.42666,0.03951,0.39669,-0.15018,-0.30547,4,0,0,1,0,0,4,4,0,4,0,0,0,0,1,1,1,6,0,0,0,0,0,0,2,15,20,20,3,2,0,0,0,2,2,0,1,1,6,6,30,1,2
"165",2016,1,1,1,52.5,80,22.9,0,-0.78419,1.28916,0.1102,1.55652,-1.36556,-1.00165,1.31812,0.18773,0.51276,0.97063,1.57614,-1.25241,0.15731,0.74128,0.5369,0.70621,0.13465,1,1,1,1,6,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,1,0,1,0,1,10,25,27.5,2,1,0,0,0,2,1,0,1,0,4,2,20,1,2
"166",2017,1,1,1,50,80,28.8,6,-0.47194,-0.85106,0.35942,-0.7016,0.01146,1.14667,-0.30002,-1.25216,-1.08364,0.12274,1.34384,1.07745,0.68843,-0.45726,0.3673,0.50347,0.05697,2,0,0,1,0,0,2,2,0,2,1,0,0,1,1,0,1,4,0,0,0,1,0,0,4,12,20,30,2,6,0,1,0,2,3,1,1,3,4,4,24,2,2
"167",2018,1,1.5,1.5,90,80,48,20,-0.91641,1.34299,0.70821,1.864,0.84093,1.41954,-0.51897,-0.97406,0.09254,-0.57863,0.00712,0.06668,-0.16181,-0.86303,-1.4947,0.33345,-0.81065,4,0,0,1,2,3,4,3,3,3,0,0,0,0,1,1,1,6,0,0,0,0,0,0,3,36,45,45,5,2,0,0,0,2,1,1,1,1,6,4,72,1,2
"168",2019,1,1,1,50,80,40.8,0,-0.89307,-0.7624,-0.69065,1.21232,-0.35419,-0.66547,0.55676,-0.54055,-1.17559,-0.65351,0.72304,-0.48127,0.00813,-0.85379,0.5122,-1.02069,-0.45545,3,1,0,1,0,3,3,3,3,3,1,0,0,1,1,0,1,5,0,0,0,1,0,0,2,17,25,25,4,4,0,2,0,2,2,0,1,1,3,6,34,2,2
"169",2020,1,1,1,50,80,38.4,0,-0.80414,-0.85666,-0.77192,-0.90245,-0.76245,-1.10061,-0.33001,0.11039,-0.75758,-0.01455,-0.27032,-0.08017,0.22839,0.74824,0.00174,-0.01396,-0.39308,1,0,0,1,3,1,1,1,1,1,0,0,0,0,0,1,1,6,0,0,1,1,1,0,2,16,25,25,4,2,0,0,0,2,2,0,1,1,4,6,32,1,1
"170",2021,1,1,1,37.5,80,12.8,0,-0.36914,1.07513,-0.06008,-0.14692,-0.09722,-0.22565,-0.23889,-0.29623,0.1634,-0.95747,-0.64174,-0.17596,0.37475,-0.0897,0.43776,1.4128,0.23154,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,4,15,22.5,4,3,0,0,0,2,3,0,1,2,3,2,8,1,2
"171",2022,1,0.8,0.8,60,0,28,0,0.00913,1.23288,-2.12827,0.11327,-1.00671,-0.06197,-2.39908,-2.36812,-2.28927,-1.33616,-0.1447,-0.86692,0.43693,0.81943,-0.02689,-0.54473,0.06957,1,1,0,1,3,1,0,1,1,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,3,14,30,30,4,4,0,0,0,2,4,0,1,3,2,4,28,1,5
"172",2023,1,1,1,40,80,36,0,-0.91956,-0.56576,0.0096,0.88992,0.65044,0.42676,0.8813,0.42455,0.65141,0.16337,-0.7081,0.72423,0.79183,0.03796,1.14346,-0.46486,0.45457,4,1,0,1,2,4,2,4,4,2,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,12,15,25,3,1,0,0,0,2,1,0,1,0,4,3,24,2,2
"173",2024,1,1.5,1.5,40,80,51,0,-0.49972,-0.83278,-0.66443,-0.82218,0.37183,-0.78621,-0.63534,0.61717,-0.2747,-0.89527,1.23735,0.08127,0.26235,-0.31542,-0.43527,0.01484,0.53427,2,1,0,1,0,1,2,1,1,1,1,0,0,1,0,0,1,5,0,0,0,1,0,0,3,17,20,20,4,3,0,1,0,2,2,0,1,1,5,5,34,2,1
"174",2025,1,1,1,85,80,25.4,0,-0.3949,1.22088,-0.59464,-0.38292,0.34606,-0.34541,-0.16539,0.98953,0.3172,0.56961,1.60378,0.08753,-0.51323,-0.93462,-0.66792,0.16104,-0.69367,3,1,0,1,0,3,3,3,3,3,0,0,0,0,1,1,1,4,0,0,0,0,0,0,2,18,45,40,3,2,0,0,0,2,1,1,1,1,3,3,36,1,2
"175",2026,1,2,2,45,80,26.7,0,-0.31337,0.66351,-0.42189,-0.77887,0.73148,-0.73738,1.96208,1.02859,0.03322,-0.82522,1.45632,1.34097,-0.16609,-0.3675,-0.8712,0.13277,0.49521,2,1,1,1,1,0,2,1,0,1,0,0,0,0,1,1,1,5,0,0,0,1,0,1,4,10,15,30,3,2,0,0,0,2,2,0,1,1,4,4,20,1,1
"176",2027,1,1,1,90,80,26.7,0,-0.36759,0.51863,-0.83645,-0.98354,-1.32675,-0.99456,-1.04109,-0.369,-1.65567,-0.01976,-0.24682,0.07928,0.20012,0.40755,0.11896,-0.76964,-0.4751,3,0,0,1,0,3,3,3,3,3,0,0,0,0,1,1,1,5,0,0,0,0,0,0,2,20,40,50,4,2,0,0,0,2,2,0,1,1,5,5,40,1,2
"177",2028,1,1.5,1.5,100,80,38.4,5,-0.7626,-0.81475,-0.52433,-0.66223,1.07648,1.3642,-0.80293,-0.95765,-0.17281,-1.67369,-0.60473,0.11834,-0.82538,0.61102,0.14884,-1.22547,-0.29581,4,0,0,1,0,0,4,4,0,4,0,0,0,0,1,1,1,8,0,0,0,0,0,0,3,32,50,50,4,2,0,0,0,2,1,1,1,1,3,4,64,1,2
"178",2029,1,2,2,80,80,52.5,0,-0.52275,-0.90171,-0.19839,-0.5855,-0.53839,-0.80324,-0.28207,0.66264,-0.72616,0.33625,0.4314,0.3887,0.02061,0.26102,0.59981,-0.3557,-0.30404,4,0,0,1,0,4,4,4,4,4,0,0,0,0,1,0,1,7,0,0,0,0,0,0,4,35,40,40,3,2,0,0,0,2,2,0,1,1,4,3,70,2,2
"179",2030,1,1.5,1.5,20,64,30,0,1.7238,-0.46226,0.36104,1.93452,1.48412,1.602,0.80777,0.20071,1.86271,1.30335,0.94926,0.17543,1.02195,-0.85127,-0.38034,0.83351,0.29178,3,0,0,1,3,3,2,3,3,2,1,1,1,1,0,1,1,3,0,0,0,0,1,0,3,5,10,10,3,4,0,1,1,2,1,1,1,1,4,5,10,1,2
"180",2031,1,0.5,1,25,80,9.6,0,-1.01863,0.68328,-0.34047,1.24169,0.09297,0.70369,-0.03514,-0.28773,1.2997,-0.45103,0.26788,-0.38969,0.73622,0.02219,0.56467,-0.44356,0.39898,3,1,0,1,5,0,3,3,0,3,0,0,0,0,0,1,1,9,0,0,0,1,0,0,1,2,10,15,4,2,0,0,0,2,1,0,1,1,6,3,4,1,1
"181",2032,1,1,2,17,80,21.2,0,1.04718,1.38792,-0.02049,0.97432,0.72395,-0.13396,1.93392,-0.49834,0.68959,-0.30644,0.04137,-0.18772,-0.89486,0.39126,1.40637,-0.85988,-0.56439,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,2,3,7,10,4,2,0,0,0,2,1,0,1,1,3,4,6,1,5
"182",2033,1,1,1.5,6,80,30,0,0.45369,0.68826,1.22873,0.83118,-1.86945,-0.12258,-0.6023,0.92417,0.52017,-1.59178,0.33079,-0.90492,0.60062,1.489,-0.87535,0.42184,0.43754,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,1.5,3,3,0,-1,-1,-1,-1,2,2,0,1,2,3,0,3,1,2
"183",2034,1,1,1,70,80,42.9,0,0.04311,-0.88538,0.05113,-0.83309,0.57189,0.36978,1.70898,1.62783,0.61567,0.40027,-0.85294,0.87167,1.16223,0.18673,-0.01364,1.30386,-0.04907,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,0,1,2,25,35,35,5,2,0,0,0,2,1,1,1,1,3,2,50,1,5
"184",2035,1,1,1,80,80,37.5,0,-0.46353,-0.84334,-0.74149,-1.0834,-0.27188,0.70892,-0.99636,-0.85738,-1.15619,-0.36293,0.0846,-0.04707,-1.24932,0.42226,1.31794,-0.92563,-0.95607,3,0,0,1,0,3,3,3,3,3,0,0,0,0,1,0,1,5,0,0,0,0,0,0,1,25,40,40,5,1,0,0,0,2,1,0,1,0,6,3,50,2,2
"185",2036,1,1,1,55,0,21.8,0,-1.10679,-0.78569,2.04238,-0.84517,-0.82814,-0.60375,-0.91238,-1.52812,-1.40896,0.41363,0.31198,0.18089,-1.09686,-0.12522,-0.58392,-0.29844,0.06022,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,2,10,27.5,27.5,6,2,0,0,0,2,2,0,1,1,3,4,20,2,2
"186",2037,1,1.5,1.5,60,80,36,40,1.03026,1.4912,0.03491,1.86458,0.57513,0.93405,-0.28282,-0.60061,-0.15961,0.1295,-0.05811,-0.37304,-0.03145,-1.44439,-0.42226,0.14701,-0.13765,5,0,0,1,4,4,5,4,4,4,1,0,0,1,0,0,1,6,0,0,0,0,0,0,3,18,30,30,4,3,0,1,0,2,2,0,1,1,3,4,36,2,2
"187",2038,1,1.5,1.5,90,80,33.3,6,-0.65425,-0.78625,-0.79215,-0.78011,0.34982,-0.34287,-0.71115,-0.30053,-0.73841,-0.3823,0.80592,-0.19905,-0.88216,1.08228,0.4913,-1.51338,-1.79639,4,0,0,1,2,4,3,4,4,4,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,25,45,45,4,2,0,0,0,2,2,0,1,1,6,6,50,2,2
"188",2039,1,1,0.5,60,80,30,40,1.48151,0.80308,-0.51385,1.07411,1.20971,1.57774,-0.39176,1.39208,1.64532,0.37917,-0.08828,-0.6441,-0.66901,0.54618,-0.82823,0.07489,-0.48474,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,1,15,30,30,3,2,0,0,0,2,1,1,1,0,2,2,30,1,5
"189",2040,1,1,1,45,80,29.3,0,-1.02286,-0.9478,0.00662,-0.61339,0.60274,-0.74162,-0.65149,-0.42934,0.34961,-0.16473,-0.1911,0.04806,-0.39149,0.99192,-0.78583,0.18174,0.1348,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,8,0,0,0,0,0,0,3,11,20,25,3,4,0,1,0,2,2,1,1,2,2,4,22,1,4
"190",2041,1,2,2,45,80,28,0,-0.07785,1.29802,0.41728,-0.66114,0.50718,-0.27537,0.95464,0.2549,-0.08282,0.06614,0.24498,-0.19235,0.27391,0.97303,-0.49348,-0.07738,1.05984,4,1,0,1,1,3,4,3,3,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,10.5,20,25,3,1,0,0,0,2,1,0,1,0,6,3,21,2,2
"191",2042,1,1,1,60,0,22,0,-0.57349,-0.2292,-0.76012,-0.51889,1.14541,0.70869,-0.92556,-1.33249,-0.2251,-0.20418,-0.30054,0.24538,-0.34121,-1.33128,-0.17253,0.39908,-1.49685,5,0,1,1,0,0,5,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,11,30,30,4,1,0,0,0,2,1,0,1,0,3,2,22,1,4
"192",2043,1,1,1,25,80,24,0,-0.62945,-0.85398,0.15882,-0.83345,-0.09501,-1.12898,-0.90417,-1.27017,0.02631,0.02197,-0.28341,-0.07666,0.50855,0.69071,0.18373,0.09361,-0.87374,2,1,0,1,0,2,2,2,2,2,0,0,0,0,1,0,1,4,0,0,0,1,0,0,1,5,10,15,4,1,0,0,0,2,1,0,1,0,6,4,10,2,1
"193",2044,1,0,0,35,80,30.9,0,-0.76938,1.40466,0.62782,-0.33966,0.42127,-0.5984,0.14506,0.30032,0.49737,-0.32753,1.9594,0.50472,-0.54318,-0.08153,0.80788,0.13293,-0.37832,3,0,1,1,3,0,3,0,0,0,1,1,0,1,0,1,1,2,0,0,1,0,0,1,0,9,15,20,4,4,0,1,0,2,2,1,1,2,2,2,18,1,2
"194",2045,1,2,2,55,80,43.6,0,-0.63693,-0.99499,-0.61433,-0.39166,0.3805,0.12306,0.08937,0.07769,0.28905,1.25136,-0.50525,0.07566,0.63822,0.41859,0.534,0.04884,-0.2335,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,20,27.5,27.5,5,2,0,0,0,2,1,0,2,1,2,4,40,1,5
"195",2046,1,1.3,1.3,45,80,18.7,35,0.07548,1.30263,-0.27946,-0.77429,-0.45026,-0.20603,-0.55083,1.68056,0.6374,-0.11963,1.7618,-0.16369,-0.68067,-1.24302,-1.5247,0.47856,0.01271,1,0,0,1,5,1,1,1,1,1,0,0,0,0,1,1,1,4,0,0,1,1,0,0,5,7,20,25,4,4,0,0,0,2,2,2,1,3,3,6,14,1,1
"196",2047,1,1,1,30,80,28,0,-0.71142,-0.83499,-0.63169,-0.87955,-0.38254,-0.80584,-0.68484,-0.01829,0.32793,-0.33446,1.49657,-1.20997,1.32791,0.72333,-0.38388,0.6662,0.79318,2,1,0,1,3,0,2,2,0,2,0,0,0,0,1,0,1,4,0,0,1,1,0,0,1,7,15,15,4,1,0,0,0,2,1,0,1,0,6,5,14,2,2
"197",2048,1,0.8,0.8,50,80,36,10,-0.0774,1.42755,-0.55908,0.97933,-0.02162,0.31927,-0.60269,1.51505,1.4246,0.00328,1.45141,0.13434,-0.51593,-1.17068,0.08288,0.87616,1.41642,2,1,0,1,2,2,2,2,2,2,0,0,0,0,0,1,1,7,0,0,0,0,0,0,3,15,30,20,4,4,0,0,0,2,2,2,1,3,3,4,30,1,2
"198",2049,1,2,2,28.5,80,33.7,10,1.73242,-0.57014,-0.6965,-0.96147,-1.15858,-1.09878,-0.47958,0.04739,-1.24402,-0.15062,-0.09332,-0.20456,-0.6999,-0.32365,-0.46988,-0.32846,0.00149,3,0,0,1,0,3,3,3,3,3,1,1,0,1,1,1,1,7,0,0,0,1,0,0,4,8,13.5,15,4,4,0,2,0,2,2,0,1,1,6,6,16,1,1
"199",2050,1,1,1,50,80,40.8,0,0.09457,-0.63801,-2.17808,-0.71832,0.27039,0.43844,-2.36018,-2.33751,-2.30996,0.05946,1.48266,0.01497,-0.19913,0.44616,-0.88426,0.56267,0.2778,4,0,0,1,1,4,4,4,4,4,0,0,0,0,0,1,1,6,0,0,0,0,0,0,2,17,25,25,4,2,0,0,0,2,1,1,1,1,5,3,34,1,2
"200",2051,1,1,1,100,80,20.4,10,1.90004,-0.57783,-0.5024,1.61979,-0.26318,-0.45334,-0.726,-0.11925,0.44432,0.64016,0.44192,0.24332,-1.11117,-0.70277,-0.54397,-0.29094,1.19035,2,1,0,1,0,1,2,1,1,1,0,0,1,1,0,1,1,5,0,0,0,1,0,0,2,17,25,75,3,4,0,0,1,2,2,0,1,1,3,5,34,1,1
"201",2052,1,1,1,150,80,44,0,-0.36653,0.11524,0.28665,0.92238,0.62601,0.41997,0.38423,0.5037,1.0739,0.29407,-0.18195,1.04652,1.01675,0.08929,-0.20372,0.47806,0.91329,3,0,0,1,0,0,3,3,0,3,0,0,0,0,1,1,1,5,0,0,0,0,0,0,2,55,75,75,4,2,0,0,0,2,1,1,1,1,6,3,110,1,2
"202",2053,1,1,1,110,80,38.2,0,0.3264,1.30524,-0.62141,1.84223,-0.03993,0.8585,-0.44105,-1.03855,0.11458,-0.30745,-0.95483,0.61726,-0.53136,-0.31138,-1.73456,-0.1636,0.02806,4,0,1,1,0,4,3,4,4,4,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,35,50,60,4,2,0,0,0,2,2,0,1,1,3,4,70,1,2
"203",2054,1,1,1,70,80,22.3,0,-0.28069,-0.7643,-0.31787,-0.79168,0.81203,-0.23201,-0.67965,0.97586,0.71293,0.08519,-0.31085,-0.17459,0.33642,0.70791,0.06723,-0.40129,-0.33969,3,1,0,1,2,3,3,3,3,3,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,13,35,35,4,1,0,0,0,2,1,0,1,0,6,3,26,1,2
"204",2055,1,1,1,40,80,30,0,-0.97665,-0.82809,-0.29248,-0.20692,0.58325,0.85047,-0.76784,0.39088,-1.23144,1.34212,-0.72681,1.25667,0.8636,-1.04558,-0.4783,0.97512,0.9921,3,0,1,1,0,3,3,3,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,1,2,10,20,20,5,2,0,0,0,2,2,0,1,1,3,4,20,1,2
"205",2056,1,1,1,10,80,24,0,-0.23919,0.70244,-0.65242,0.68996,0.29323,-0.22253,-0.47309,-0.53586,0.44737,-0.9326,-1.14675,0.06532,-0.19784,-0.83965,0.08985,-0.83211,-0.70476,3,0,0,1,2,3,3,3,3,3,1,1,0,1,1,1,1,7,0,0,0,0,0,0,2,2,5,5,3,3,0,1,0,2,2,0,1,1,4,3,4,1,2
"206",2057,1,1.5,1.5,105,80,51.4,0,1.03383,1.49427,-0.46265,1.90897,1.30737,1.27996,-0.61953,-0.78091,0.94011,0.92256,0.54722,1.05398,-0.01156,-0.66563,0.0652,0.07888,0.96639,4,0,0,1,0,4,3,4,4,3,1,0,1,1,1,0,1,7,0,0,0,0,0,0,3,45,45,60,4,7,0,3,2,2,1,1,1,1,5,4,90,2,2
"207",2058,1,0.5,0.5,30,80,8,4,1.43449,-0.61628,-0.06338,0.93204,0.0221,0.07664,0.11384,-0.90136,0.4326,0.16262,0.57964,0.18583,-0.81733,-0.46293,-0.65721,0.00925,0.78107,3,1,1,1,2,3,3,3,3,2,1,1,1,1,0,1,1,4,0,0,1,0,1,1,1,2,15,15,2,5,0,2,1,2,1,1,1,1,3,2,4,1,2
"208",2059,1,1,2,75,80,20.8,0,1.97219,0.7474,-0.62743,-0.69273,0.09748,-0.55843,-0.63577,-0.49667,-0.02066,0.43925,-0.0288,0.80399,-1.82886,-1.20055,2.02386,-1.0216,-0.17758,4,0,1,1,0,3,4,3,3,3,1,1,1,1,1,1,1,5,0,0,0,0,0,0,2,13,30,45,3,4,1,1,0,2,1,0,1,1,3,3,26,1,2
"209",2060,1,0.7,0.7,40,80,45,0,1.7918,1.50315,-2.13289,1.42981,0.54552,0.52232,-2.20581,-2.84379,-1.77483,0.08617,1.39746,-0.78149,-0.3494,-0.29704,0.80588,0.35499,0.61122,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,4,0,0,0,0,0,0,2,15,20,20,3,5,0,1,1,2,2,1,1,2,3,2,30,1,2
"210",2061,1,1,1,60,80,60,0,1.75725,1.52374,-0.4806,1.89793,1.28117,1.54905,-0.75446,-0.26485,-0.11714,-0.55523,-0.09943,0.17388,0.01574,-0.02362,-0.18024,0.27015,0.68525,4,0,0,1,0,4,4,4,4,4,1,1,1,1,1,1,1,4,0,0,0,0,0,0,2,30,27.5,32.5,3,6,1,3,0,2,2,0,1,1,3,3,60,1,2
"211",2062,1,1.5,1.5,95,80,22.7,0,0.57257,-0.82622,-0.41922,-0.7215,0.95083,1.36472,-0.04063,-0.39303,-0.37769,0.43613,0.51872,0.18107,0.71739,0.06913,-0.20343,-0.49418,0.18958,4,0,0,1,0,1,4,3,1,3,0,0,0,0,1,1,1,2,0,0,0,0,0,0,3,18,45,50,3,2,0,0,0,2,2,0,1,1,3,5,36,1,2
"212",2063,1,1,1.5,160,0,37.5,20,-0.71794,1.42593,2.68416,1.53748,-1.86686,-1.77996,-0.46684,0.40308,-1.18975,-0.7348,1.24253,-0.31555,0.03439,-0.42832,-0.34993,1.38172,0.41585,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,0,0,3,50,80,80,5,3,0,0,0,1,2,0,1,2,6,0,100,2,1
"213",2064,1,1.5,1.5,90,0,44,0,1.88745,1.51855,-0.66481,1.90748,0.86806,1.2757,-0.96199,-1.54935,0.05341,0.36141,-0.63466,0.72853,-1.27354,0.04864,-1.42841,-0.10532,-0.72385,5,0,0,1,4,5,5,5,5,5,1,1,1,1,1,1,1,4,0,0,0,0,0,0,3,33,45,45,3,4,0,1,1,2,2,0,1,1,3,4,66,1,2
"214",2065,1,0.5,0.5,20,80,3,2,0.12197,-0.19311,0.94916,1.74538,-0.22784,0.2286,-0.58583,-1.39426,0.81023,0.67329,-0.4222,-0.2317,0.34448,-0.2497,0.1264,-0.96637,0.00262,4,0,1,1,1,4,4,4,4,3,0,0,0,0,0,1,1,7,0,0,0,0,0,1,1,0.5,10,10,2,2,0,0,0,2,2,0,1,1,4,3,1,1,2
"215",2066,1,2,2,28,80,34.3,0,0.77852,1.48842,0.67389,1.41239,-0.45187,0.75536,0.93273,-0.41871,0.60786,0.05833,0.83666,-0.54877,-0.39873,-0.09917,0.16963,0.44378,0.1972,2,1,1,1,0,0,2,2,0,2,0,0,0,0,0,1,0,7,0,0,0,1,1,1,6,8,13,15,4,3,0,0,0,2,2,1,1,2,3,4,16,1,1
"216",2067,1,0.7,0.7,16,0,22.5,0,-0.90404,-0.84735,-0.53936,-0.88633,-0.01679,-0.86036,0.30334,0.50107,-0.68614,0.16944,-0.94928,-0.0352,1.11856,0.60296,0.35405,-0.72641,1.03061,4,0,0,1,2,0,4,4,0,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,2,3,8,8,4,3,0,0,0,2,3,0,1,2,6,6,6,2,2
"217",2068,1,2,2,25,0,19.2,0,-0.35494,0.65088,1.165,1.76408,0.28614,-0.13607,1.2043,0.83096,0.88981,-0.19325,-0.94428,0.54899,-0.4543,0.53767,-0.27502,-0.73076,0.3288,3,1,1,1,6,0,3,0,0,0,0,0,0,0,0,1,1,7,0,0,1,0,0,0,2,4,10,15,5,1,0,0,0,2,1,0,1,0,3,2,8,1,5
"218",2069,1,0.5,1,50,80,24,40,0.12812,-0.56629,-0.73547,0.70293,-0.48077,-1.02204,-0.24865,-0.90163,-1.36049,-1.20199,-1.11392,0.02746,-0.74167,-0.41741,-1.26219,0.42655,-0.42503,4,0,0,1,5,4,4,4,4,4,0,0,0,0,1,1,1,4,0,0,0,0,0,0,1,10,25,25,4,2,0,0,0,1,1,0,1,1,3,3,20,1,5
"219",2070,1,1,1,20,80,6,0,-1.14821,1.34744,0.17319,0.17071,0.11669,-0.62251,-1.16584,-0.47806,0.03701,-0.89782,-0.06589,-0.13181,-0.47009,0.5078,-0.19478,-0.37785,-0.07831,4,0,0,1,0,4,4,4,4,4,0,0,0,0,1,0,1,5,0,0,0,0,0,0,1,1,10,10,4,1,0,0,0,2,1,0,1,0,4,3,2,2,4
"220",2071,1,0,0,95,80,63.2,0,-0.37134,1.40446,0.77741,0.86306,-1.17326,-1.15905,0.51194,-0.48296,0.19101,-0.60964,-0.30079,0.15053,0.1109,0.29278,-0.04295,0.5921,0.57546,3,1,0,1,4,3,2,3,3,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,50,45,50,5,2,0,0,0,2,2,0,1,1,2,3,100,1,5
"221",2072,1,0.5,1,45,80,45.3,10,1.55638,0.83844,0.53232,0.19861,0.58414,1.05664,0.60271,0.06949,1.46876,0.27658,0.45905,-0.23216,0.80894,-0.77725,1.83716,-0.44578,-0.10381,4,1,0,1,0,4,3,4,4,4,0,0,1,1,1,0,1,3,0,0,0,0,0,0,2,17,20,25,3,4,1,0,0,2,2,0,1,3,4,5,34,2,2
