"","ID","EMPLOYER","VEHPERDR","VEHPERWK","COMMTIME","NORMHOUR","SPEED","OVERTIME","CSO9FT4","CSO9FT3","CSO9FT5","CSO9FT6","CSO9FT9","CSO9FT1","CSO9FT2","CSO9FT8","CSO9FT7","EFACT1","EFACT3","EFACT9","EFACT7","EFACT2","EFACT5","EFACT6","EFACT4","C1CONT","JOBCONST","MANCONST","SELFDRIV","TECHCONS","C1CONTC","C1CONTH","C2CONT","C2CONTC","C2CONTH","CHILD616","CH616F","CHILDLT6","CHILDINH","C3H17M","FEMALE","JOBHOME","LD","MANDPRV","NOSPACE","PCNAV","SUPERVIS","UNAWARE","TSUPNO","F1NVEH","F2HWPLDI","F3HWPLMI","F4WPLHMI","F8AGEGR","F9HHSIZ","F10LT2","F10B6_15","F10B2_5","F11","F12FTWKE","F12PTWKE","F13DRLIC","F14HHLIC","F15EDUC","F16INCOM","DISTANCE","F7SEX","B4OCCUP"
"222",2073,1,1,2,55,80,17.4,0,-0.60952,-0.79206,-0.65302,-0.77529,0.44681,0.20355,-1.0169,-0.07271,-0.64976,-0.43245,-0.3929,0.39537,0.33965,-0.8836,-0.29273,0.07409,-0.12717,5,0,0,1,4,5,4,5,5,4,0,0,0,0,1,0,1,6,0,0,1,0,0,0,2,8,25,30,6,2,0,0,0,2,1,0,1,1,6,5,16,2,2
"223",2074,1,1.3,1.3,55,80,28.4,0,-0.58809,1.42954,-0.57001,1.07667,0.95155,1.14195,-0.99836,-0.63335,0.2387,0.28077,-1.2539,1.06849,0.12776,-0.77895,-1.02621,-0.52603,0.80135,5,0,1,1,1,5,4,5,5,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5,13,20,35,4,4,0,0,0,2,3,1,1,3,3,5,26,2,2
"224",2075,1,1,1,55,80,41.5,0,-0.64881,-0.91994,-0.68343,-0.786,0.89978,-0.78792,-0.3922,-0.96835,-1.17295,0.58199,-0.26627,1.3169,-0.94067,-0.1135,-1.15724,-1.08708,-0.96233,4,0,0,1,1,4,3,4,4,3,0,0,0,0,1,1,1,4,0,0,0,0,0,0,2,19,25,30,4,2,0,0,0,2,2,0,1,1,5,5,38,1,2
"225",2076,1,0.7,0.7,60,80,30,0,-0.84146,-0.82624,-0.57935,-0.86806,-0.1885,-0.90841,-0.14693,-0.91825,-1.2484,0.60745,-0.1219,0.90303,-0.27028,-0.2331,-1.07209,-0.09465,-1.2346,4,0,0,1,3,4,3,4,4,4,1,1,0,1,1,1,1,4,0,0,1,0,0,0,2,15,30,30,4,4,0,1,0,2,2,1,1,2,6,6,30,1,2
"226",2077,1,1,1,60,80,18,0,-0.896,-0.7971,-0.56207,-0.92106,-1.27121,-1.13056,-0.96284,-0.34404,-0.31584,0.11425,-0.22487,-0.51313,0.49124,0.90531,-1.04658,0.2033,-0.1472,5,0,1,1,2,5,3,5,5,3,1,0,0,1,0,0,1,4,0,0,0,0,1,1,3,9,30,30,3,4,0,1,0,2,2,1,1,2,3,4,18,2,2
"227",2078,1,1,1,45,80,26.7,0,0.68183,0.72531,0.81191,0.00569,-0.77484,-0.81126,0.91149,0.5658,0.36475,0.60472,0.1935,-0.49539,0.20905,-0.81199,0.50588,0.11233,0.90123,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,5,0,0,0,1,0,0,2,10,25,20,3,4,0,0,2,2,1,1,1,1,6,5,20,2,1
"228",2079,1,1,1,115,80,55.3,20,-1.13428,1.01647,0.73862,0.70943,-1.97615,-1.40822,0.33183,0.61529,0.46339,-0.16248,-0.9189,-0.31779,0.54025,0.42601,0.37303,0.18205,0.14933,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,0,0,1,53,55,60,3,3,0,0,0,2,1,0,1,0,5,3,106,1,2
"229",2080,1,1,1,57.5,80,18.8,10,-0.04515,1.49546,2.35225,1.78298,0.99918,-0.14198,0.89057,0.60808,1.33312,0.07148,-1.17389,0.12079,0.76479,-0.18514,-0.29153,0.94345,1.57657,3,1,0,1,4,2,3,2,2,2,0,0,0,0,0,1,1,10,0,0,0,1,0,0,2,9,20,37.5,4,2,0,0,0,2,1,1,1,1,3,2,18,1,1
"230",2081,1,1,1.3,30,0,24,0,0.28524,-0.24712,-0.62785,0.2393,0.62103,1.88432,-0.45003,-1.67759,-1.09955,-0.13596,-0.05669,-1.07507,-0.01639,-0.32844,-0.07067,0.64343,-0.73963,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,4,6,15,15,5,4,0,0,0,2,2,1,1,3,3,4,12,1,3
"231",2082,1,1,1,60,80,34,0,-1.00861,1.32654,-0.27637,1.8311,1.47822,0.89903,-0.83342,-1.30753,-1.10803,1.22833,-0.81753,1.05055,0.94784,0.84564,-0.51495,-0.97833,-0.45484,4,0,0,1,5,3,4,3,3,3,0,0,0,0,1,1,1,6,0,0,0,0,0,0,1,17,30,30,5,1,0,0,0,1,1,0,1,0,3,3,34,1,2
"232",2083,1,1,1,20,80,30,0,0.40758,1.4743,-0.6492,-0.51415,1.44377,0.21,-0.20013,-0.32184,0.19398,-0.24876,1.64362,0.3793,0.09556,-1.27366,0.52667,-0.09647,0.32788,3,1,0,1,2,2,3,2,2,2,1,1,1,1,1,1,1,3,0,0,1,1,0,0,1,5,10,10,3,3,0,1,1,2,1,0,1,0,3,3,10,1,1
"233",2084,1,1.3,1.3,40,0,57,0,-0.77542,1.43148,-0.62333,0.92728,-0.34609,-0.14906,-0.88412,0.46672,0.18742,0.35555,0.34681,-0.21755,0.44128,0.55637,0.35208,0.08891,0.39797,3,1,0,1,0,3,2,3,3,2,0,0,0,0,0,0,1,5,0,0,0,1,0,0,5,19,20,20,2,5,0,0,0,2,2,2,1,3,4,5,38,2,2
"234",2085,1,1,1,50,80,43.2,0,-0.1612,-0.4721,-0.47594,1.55201,0.89969,0.52944,1.1761,-0.72532,1.84989,1.10395,1.13369,0.85647,0.15131,0.15629,0.1837,0.37268,0.9706,4,1,1,1,5,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,1,2,18,25,25,3,2,0,0,0,2,2,0,1,1,6,4,36,2,2
"235",2086,1,1,1,55,80,28.4,0,-1.05179,-0.6628,1.22849,1.84613,0.80188,0.94817,2.24409,0.39227,1.94725,1.17093,0.59157,0.60425,0.05211,-1.10585,1.00867,1.89822,0.57374,2,0,1,1,2,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,13,25,30,5,1,0,0,0,2,1,0,1,0,3,2,26,1,5
"236",2087,1,1,1,10,80,12,0,0.86102,0.7613,-1.64923,0.93629,0.07789,-0.32151,-0.82229,-0.46636,0.5139,-1.19554,0.34041,-0.91315,-0.38333,0.63534,-0.36602,-0.24535,-0.34563,5,0,1,1,1,0,5,5,0,5,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,1,5,5,3,1,0,0,0,2,1,0,1,0,3,2,2,1,2
"237",2088,1,1,1.5,30,80,28,15,0.21301,1.41664,-0.0283,1.80501,1.19824,0.94578,-0.92342,0.37182,-0.12412,0.74491,0.8292,1.19555,0.98597,-0.19308,-0.1158,-0.43573,1.15302,3,0,0,1,6,1,3,3,1,3,0,0,0,0,1,1,1,4,0,0,0,1,0,0,3,7,15,15,4,3,0,0,0,2,2,0,1,2,6,5,14,1,1
"238",3000,1,1,2,150,80,32,0,0.77822,-0.7986,0.29514,-0.87246,0.16422,-0.22771,-0.25645,1.07257,0.08079,0.79704,-1.05939,0.94596,-0.56566,-1.47135,-0.45443,-0.15738,0.05156,3,1,0,1,0,3,3,3,3,3,0,0,1,1,0,0,1,6,0,0,0,1,0,0,2,40,70,80,3,4,1,0,1,2,1,0,1,1,6,3,80,2,2
"239",3002,1,1,1,85,80,14.1,0,-0.82596,-1.60067,0.85824,-1.05047,-2.15435,-1.04965,0.25167,0.57689,-1.36693,-0.59684,-0.69628,-0.41613,0.28511,0.58179,0.62636,-0.1703,0.01537,3,0,0,1,3,0,3,2,0,2,0,0,0,0,0,1,1,3,0,0,1,0,0,0,1,10,35,50,5,1,0,0,0,2,1,0,1,0,6,4,20,1,5
"240",3003,1,0.5,0.5,55,80,26.2,0,-0.60274,-0.84149,1.66589,-0.82756,0.82412,-0.3213,0.53307,0.45057,0.43603,0.21805,-0.43089,1.1136,0.55127,-0.05837,-0.14636,0.7535,-0.0459,3,0,0,1,6,0,3,3,0,3,0,0,1,1,1,0,1,4,0,0,1,0,0,0,1,12,25,30,4,5,1,0,2,2,2,0,1,1,6,3,24,2,2
"241",3004,1,1.5,1.5,80,80,27,0,-0.9957,1.26158,0.12194,0.25163,0.70192,0.623,1.20074,0.292,-0.95809,-0.25123,1.02686,0.08096,-0.143,0.58699,-1.59174,0.08533,0.06112,1,1,0,1,5,1,0,1,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,3,18,40,40,5,2,0,0,0,2,2,0,1,1,6,4,36,2,1
"242",3005,1,0.3,0.3,50,80,12,0,-0.78761,-0.85215,-0.71893,-0.25035,-0.32082,1.36912,0.603,-0.20121,-1.28576,0.99604,0.24223,0.52512,1.02966,0.21817,1.71712,0.96406,-0.07148,3,1,1,1,5,0,3,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,1,0,1,5,20,30,4,3,0,0,0,2,1,2,1,2,3,2,10,1,4
"243",3006,1,1,1.5,140,80,38.6,4,-0.3509,-0.84682,-0.69415,-0.86265,-0.53504,-0.37236,-1.09217,-0.70066,-0.80619,-0.21272,-1.31903,1.28371,-0.8394,-0.77648,-1.73915,0.74481,-0.49561,5,0,1,1,0,5,3,5,5,3,0,0,1,1,0,1,1,3,0,0,0,0,0,0,3,45,60,80,3,3,0,0,1,2,2,0,1,2,4,3,90,1,2
"244",3007,1,0.7,2,100,80,28.8,0,1.77602,1.5197,-0.0744,1.05545,0.78189,1.09016,-0.79067,-0.72312,-0.29096,0.84913,-0.38086,0.42902,-0.5378,-0.90738,0.48628,-0.32181,0.53339,3,0,0,1,0,3,3,3,3,3,1,0,0,1,1,0,1,6,0,0,0,1,0,0,2,24,45,55,4,5,0,2,0,2,1,0,1,2,6,4,48,2,2
"245",3008,1,2,2,120,80,35,0,-1.01145,1.32843,1.6159,1.84927,1.33211,1.03369,-0.70704,0.93339,-0.01899,0.84097,1.60976,0.51905,0.49345,0.65859,-0.93619,0.89032,-0.70963,2,1,0,1,0,0,2,2,0,2,0,0,0,0,1,0,1,8,0,0,0,1,0,0,2,35,60,60,5,1,0,0,0,2,1,0,1,0,5,4,70,2,1
"246",3009,1,0.5,0.5,40,0,15,0,-0.76959,-0.8536,-0.72191,-0.80824,-0.51047,0.28342,-0.80305,0.14899,-0.7191,-1.28582,0.57026,-1.20762,-0.91825,0.74468,-0.47857,-0.23945,-0.72719,4,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,5,20,20,6,4,0,0,0,2,2,2,1,3,6,6,10,2,2
"247",3010,1,1,1,90,0,16,5,-0.88424,1.21125,-0.60395,-0.00229,-1.10608,-1.54752,0.57188,0.43686,-0.66509,0.56078,2.68136,-0.23964,-0.67596,0.12689,0.87908,0.79576,-0.72721,2,1,0,1,0,2,2,2,2,2,1,0,0,1,1,0,1,8,0,0,0,1,0,0,2,12,45,45,4,3,0,1,0,2,1,1,1,1,6,5,24,2,1
"248",3011,1,1,1,100,80,18,5,-0.63163,-0.92997,-0.78201,-0.87578,0.66226,-1.13645,-0.43477,0.26316,-0.82637,-1.84564,-0.98704,0.7736,0.49389,-1.11337,-0.30933,-0.52042,1.67854,4,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,1,1,15,60,40,4,1,0,0,0,2,1,0,1,0,6,5,30,1,2
"249",3012,1,1.5,1.5,120,80,30,0,1.28571,-0.49761,-0.63345,-0.17406,0.60244,-0.58666,-0.52649,0.9509,0.61782,-0.26021,-0.76853,0.07221,-0.86028,-0.9925,-0.195,0.56516,0.1804,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,3,0,0,0,1,0,1,3,30,60,60,4,3,0,1,0,1,2,0,1,1,3,4,60,1,1
"250",3013,1,0.8,0.8,90,0,40,0,1.19669,-1.32897,-0.54885,1.47595,1.25023,1.47494,0.52326,-0.23537,0.0923,0.70513,1.33819,1.24411,0.23233,-1.36616,-1.0294,2.46368,2.20395,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0,3,30,45,45,4,6,0,1,1,1,3,1,1,3,4,2,60,2,5
"251",3014,1,1,1,95,80,18.9,10,-0.53332,0.65881,-0.40987,-0.04186,-1.20031,-1.6144,0.20108,1.07809,-0.01632,0.14697,0.19978,0.32711,0.2468,0.43455,0.37383,0.8522,0.39933,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,6,0,0,0,1,0,0,2,15,45,50,4,4,0,1,1,2,0,2,1,1,6,6,30,2,1
"252",3015,1,1,3,125,80,38.4,0,-0.02116,-0.82406,-0.78903,-0.87803,-1.36779,-0.65129,-0.93433,-0.1554,-1.24294,0.85066,-0.37574,0.56795,-0.02286,0.3757,-0.54708,-0.56944,0.48169,4,0,1,1,0,4,4,4,4,4,0,0,1,1,0,0,1,4,0,0,0,0,0,0,3,40,60,65,4,4,1,0,0,2,1,0,1,2,6,4,80,2,2
"253",3016,1,0.7,2,65,80,9.2,0,0.37796,1.49815,2.88635,0.72976,-0.81893,-1.04541,-0.51405,1.23303,0.57509,-0.01953,-0.84463,0.33364,0.16986,0.26504,-0.40583,0.37424,-0.59901,4,0,1,1,0,0,4,0,0,0,1,0,1,1,0,0,1,5,0,0,0,0,0,0,2,5,30,35,5,6,0,2,1,2,1,0,1,2,6,4,10,2,2
"254",3017,1,1,1,105,80,16,0,-0.50883,1.46783,-0.53533,1.84573,1.00712,0.20676,0.37144,0.55773,0.9274,0.41011,0.30894,0.43456,0.07423,-1.05995,-0.09366,-0.57918,0.11625,3,0,0,1,0,3,3,3,3,2,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,14,52.5,52.5,4,1,0,0,0,2,1,0,1,0,4,4,28,1,2
"255",3018,1,1,1,160,80,23.2,0,-0.60495,-0.87401,-0.37176,-0.85556,-0.94256,-1.75501,-0.5923,-1.40913,0.09617,0.77725,0.92114,0.01886,0.04871,0.61168,-0.14932,-0.52057,0.89012,3,0,0,1,0,3,3,3,3,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,31,80,80,2,1,0,0,0,2,1,0,1,0,4,3,62,2,2
"256",3019,1,1,2,150,80,24,13,-0.31044,1.39395,-0.18821,0.11612,0.36909,-0.55942,-1.01393,0.31909,-1.31393,0.9414,-0.62366,0.17611,-0.36906,-1.92939,0.07442,-0.38978,-0.43227,3,0,1,1,0,2,3,2,2,2,1,0,0,1,0,0,1,6,0,0,0,1,0,1,2,30,75,75,4,4,0,2,0,2,1,0,1,1,6,5,60,2,1
"257",3020,1,0.7,0.7,165,80,25.4,15,0.07724,1.3849,1.70129,0.47793,0.66684,0.43782,0.61422,0.61757,1.47804,0.81351,-0.42831,0.59605,-0.04656,0.12597,0.03169,-0.37135,1.14069,3,0,0,1,0,1,3,2,1,2,0,0,0,0,1,1,1,7,0,0,0,0,0,0,2,35,75,90,4,3,0,0,0,2,2,1,1,2,6,6,70,1,2
"258",3021,1,1,2,140,80,21.4,0,0.37795,1.29578,0.50311,0.47597,0.93294,0.71368,0.00242,-0.2418,0.5188,0.94442,-0.51447,1.39356,0.18939,-0.17967,0.18514,0.46412,0.83617,2,0,0,1,0,0,2,3,0,3,1,0,0,1,0,0,1,4,0,0,0,1,0,0,2,25,70,70,5,4,0,2,0,2,1,0,1,1,5,5,50,2,2
"259",3022,1,1.5,1.5,160,80,24,10,0.54238,-0.81908,-0.00401,-0.96571,-0.55347,-0.71345,-0.83023,0.65429,-1.28538,1.03432,-1.32847,0.02483,0.2731,-0.20508,1.26144,-0.44476,-0.35988,3,0,0,1,0,3,2,3,3,3,1,0,0,1,1,0,1,8,0,0,0,0,0,0,3,32,80,80,4,5,0,3,0,2,1,1,1,1,6,4,64,2,2
"260",3023,1,1,1,105,80,34.3,10,-0.79869,0.5651,0.03693,-0.18653,-0.43821,-0.36684,-0.71281,1.02176,-0.64911,-0.99273,1.81119,0.48637,0.07726,-0.43486,0.0583,-0.46513,-1.22028,4,1,1,1,0,0,4,1,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0,1,1,30,45,60,4,1,0,0,0,2,1,0,1,0,4,3,60,2,2
"261",3024,1,2,1,105,0,28.6,8,0.20685,1.26287,-0.64317,1.40446,0.40806,-0.61685,0.57585,-0.8471,0.3898,-0.03161,1.3275,0.88728,0.24513,-1.08749,0.08216,0.04767,0.61584,3,0,1,1,0,3,3,3,3,2,0,0,0,0,0,1,1,6,0,0,1,1,0,0,2,25,45,60,2,2,0,0,0,2,2,0,1,0,3,5,50,1,2
"262",3025,1,0.5,1,60,80,2,30,-0.21404,0.02545,-0.42709,0.12488,-0.6606,-0.87904,1.74218,1.68752,0.76943,0.05291,-1.27948,-0.16075,-0.0934,-1.15183,0.09225,0.63324,1.61144,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,10,0,0,0,1,0,0,1,1,30,30,4,4,0,1,1,2,0,1,1,1,4,6,2,1,1
"263",3026,1,1,0.5,110,80,6.5,0,0.15793,-0.82263,-0.67092,-0.82924,0.26898,0.02766,-0.59211,-0.40255,-0.21687,-0.04416,-0.37739,0.54776,-0.06842,0.55383,-0.68026,-0.07916,0.49994,3,0,0,1,0,0,3,3,0,3,0,0,0,0,1,0,1,6,0,0,0,0,0,0,1,6,50,60,5,2,0,0,0,2,2,0,1,0,6,4,12,2,2
"264",3027,1,1,1,180,80,30,15,0.21408,1.48869,-0.05238,1.41624,0.65532,-0.5943,-0.94151,-0.29753,0.32938,0.43395,-1.30408,1.46238,-1.12689,-1.199,-0.88546,-0.81106,1.51835,4,0,0,1,0,4,4,4,4,3,1,1,1,1,0,1,1,4,0,0,0,0,0,1,2,45,90,90,3,6,1,3,0,1,2,0,1,1,4,6,90,1,2
"265",3028,1,1,1.5,130,80,36.9,0,-0.04885,1.26618,-0.16064,0.41668,0.89126,0.19289,-0.82575,0.29734,-0.91108,-0.78925,-0.16105,0.1349,-0.04688,-0.18601,-0.03159,0.07517,-0.58211,3,0,0,1,0,3,3,3,3,3,1,0,0,1,1,0,1,5,0,0,0,1,0,0,3,40,65,65,4,5,0,2,0,2,2,0,1,2,3,4,80,2,1
"266",3029,1,1,2,90,80,20,40,0.20784,1.40199,0.29799,0.98057,0.4748,0.17306,0.35328,-0.03665,1.58668,0.96865,0.48583,-0.0456,0.39553,0.5666,0.13299,0.23435,0.37043,3,1,0,1,5,0,3,3,0,3,1,0,0,1,0,0,1,7,0,0,0,1,0,0,2,15,45,45,4,5,0,3,0,2,1,0,1,1,6,4,30,2,2
"267",3030,1,1,1.5,170,80,43.8,0,1.99663,1.40591,-0.79654,-0.58372,0.58823,-1.04412,-0.8153,-1.73111,-0.92957,0.47339,-1.50122,1.03592,0.82387,0.82023,-0.50669,1.02874,0.27275,4,0,1,1,0,0,4,0,0,0,1,1,0,1,0,1,1,6,0,0,0,0,0,0,3,62,85,85,4,3,0,1,0,2,2,0,1,2,3,5,124,1,2
"268",3031,1,1,1,65,80,38.8,5,-0.90472,-0.83077,-0.16058,-0.84127,0.30421,-0.00901,-0.85463,-0.19107,-1.39593,-0.24918,-0.2303,0.78216,0.22905,-0.37712,-1.09775,-0.25031,0.44838,3,1,0,1,0,0,3,3,0,3,0,0,0,0,0,1,1,7,0,0,0,0,0,0,2,21,30,35,6,2,0,0,0,2,2,0,1,1,6,3,42,1,2
"269",3032,1,0.7,0.7,75,80,36.8,0,-0.53786,1.42817,0.24527,1.23838,0.3987,0.0913,-0.07794,0.35309,-0.44566,-0.84048,0.37298,-0.34872,0.03807,0.63958,-0.82492,-0.60423,-0.86019,3,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,2,23,35,40,5,3,0,0,0,2,1,2,1,2,5,6,46,2,2
"270",3033,1,1,1,75,80,16,0,0.12059,1.24966,-0.32494,-0.58272,1.01424,1.84896,-0.94097,0.4632,0.30189,1.34293,0.87019,0.6338,0.45195,-1.34042,0.11104,0.30258,-0.23986,2,1,1,1,4,1,2,1,1,1,0,0,0,0,0,1,1,3,0,0,1,1,0,1,1,10,35,40,4,1,0,0,0,2,1,0,1,0,5,3,20,1,2
"271",3034,1,1,1,100,80,19.2,0,-0.85422,-0.12421,0.44848,-0.31043,1.03744,1.2455,-0.8108,-0.81328,-0.48869,-0.71526,0.26958,0.43274,0.31665,-0.14302,-1.04422,0.80856,-0.35949,2,0,0,1,0,0,2,2,0,2,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,16,50,50,4,1,0,0,0,2,1,0,1,0,5,4,32,1,2
"272",3035,1,1,1,105,80,22.9,0,-0.71851,-0.82959,-0.13844,-0.86541,-0.57228,-0.40962,0.77357,0.65709,0.08413,0.24131,0.03838,-0.44875,-0.53385,-0.89149,1.19268,-0.21575,0.20758,2,1,0,1,0,2,2,2,2,2,0,0,0,0,0,0,1,4,0,0,0,1,0,0,2,20,50,55,3,2,0,0,0,2,2,0,1,1,6,6,40,2,2
"273",3036,1,3,1.5,85,80,56.5,80,1.26115,1.56482,1.78032,1.85633,1.1792,1.16071,1.12805,0.89744,1.42068,0.16023,1.41839,0.58645,0.33687,-0.37607,-0.02462,-0.715,0.7551,3,0,0,1,1,3,3,3,3,3,1,1,0,1,1,1,1,6,0,0,0,0,0,0,3,40,40,45,3,5,0,2,0,2,2,0,1,0,4,3,80,1,2
"274",3037,1,1,1,180,80,23.3,0,0.30256,0.70778,0.45643,-0.62628,0.95797,1.58504,-1.03964,-0.47657,-0.02813,0.71603,0.61084,1.05881,-0.05985,-1.3282,0.16477,0.64639,-0.59551,3,0,1,1,0,0,3,0,0,0,0,0,1,1,0,1,1,5,0,0,0,0,0,1,2,35,90,90,4,3,0,0,1,2,2,0,1,1,3,6,70,1,2
"275",3038,1,0.3,1,180,80,28.7,0,-0.28198,1.38811,0.69201,1.61848,-1.55159,-0.83109,1.33273,1.05085,1.14112,0.40659,-1.51724,-0.30958,0.58978,0.93505,0.79824,0.73317,-0.4828,2,0,0,1,0,2,2,2,2,2,0,0,1,1,0,0,1,10,0,1,0,1,0,0,2,43,90,90,6,6,0,0,1,2,1,1,1,5,4,4,86,2,1
"276",3039,1,2.5,2.5,180,80,22,0,-0.58028,-0.8877,-0.82039,-0.83331,-0.12735,-0.71363,-0.40314,0.37724,-1.12316,-0.74349,-0.86447,0.02009,0.29975,0.92948,-0.55149,-1.26575,0.76753,4,0,0,1,0,0,4,2,0,2,0,0,0,0,1,0,1,5,0,0,0,0,0,0,5,33,90,90,5,2,0,0,0,2,2,0,1,1,4,5,66,2,2
"277",3040,1,1,2,180,80,12.7,0,1.01467,1.50599,-0.5118,1.886,0.9468,1.39729,-0.59958,-0.97669,0.09383,-0.84302,1.12549,1.77805,0.06489,-1.66806,-1.38788,-0.16652,1.50173,5,0,0,1,0,3,5,3,3,3,0,0,1,1,0,0,1,5,0,0,0,0,0,0,2,19,90,90,4,3,0,0,1,2,1,0,1,1,6,4,38,2,2
"278",3041,1,0.3,0.5,150,80,28,0,-0.92174,0.52685,0.71643,-0.8016,0.56147,-0.51642,0.60502,0.38343,-0.88956,0.24267,-1.4045,0.07513,-0.15609,-0.8847,0.78563,-0.28619,-0.38792,2,0,1,1,0,2,2,2,2,2,0,0,0,0,0,1,1,4,0,0,1,1,0,1,1,35,80,70,4,3,0,0,0,2,1,1,1,2,4,3,70,1,2
"279",3042,1,1,1,150,80,32,2,-0.50332,-0.77473,0.46203,1.52282,-0.79446,-0.38526,1.15385,-0.36359,-0.06128,-0.1349,-0.6711,-0.51364,0.08863,-0.21086,-0.16517,-0.25631,-1.19244,3,0,1,1,0,3,3,3,3,3,0,0,0,0,0,0,1,5,0,0,1,0,0,1,2,40,75,75,4,2,0,0,0,2,2,0,1,1,5,4,80,2,2
"280",3043,1,1,3,110,80,32.7,0,1.02866,0.74323,-0.71929,0.42111,0.20098,-0.37831,-0.81451,0.42136,0.2998,0.81144,-1.04191,0.39334,0.09562,0.55674,-0.11777,-0.83722,-0.25528,3,0,0,1,0,3,3,3,3,3,0,0,0,0,1,0,1,7,0,0,0,1,0,0,3,30,50,60,4,3,0,0,0,2,1,0,1,2,6,4,60,2,1
"281",3044,1,1,1,40,80,7.5,0,-0.98624,-0.77163,-0.45237,0.7965,0.12407,0.52435,0.64876,0.749,0.38528,0.20548,-0.38986,0.16876,0.5258,0.14406,0.27222,0.10724,0.54016,2,0,0,1,5,0,2,2,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,2.5,20,20,2,1,0,0,0,2,1,0,1,0,6,3,5,1,2
"282",3045,1,0.5,1,40,80,9,0,-0.44126,-0.81333,-0.50912,-0.7045,0.87407,0.92754,0.06665,-1.67256,-0.67355,-1.12492,-0.44051,0.6928,-0.90531,-1.1821,0.57893,0.57723,-0.66414,5,0,1,1,4,0,5,0,0,0,1,0,0,1,0,0,1,4,0,0,1,0,0,1,1,3,20,20,6,3,0,1,0,2,1,0,1,1,6,4,6,2,2
"283",3046,1,1,1,120,80,40,0,-0.93836,-0.73915,-0.56703,0.09155,1.00962,-0.04774,0.23106,0.52317,1.47014,-0.0997,0.56049,1.15927,-0.31278,-0.87004,0.25232,1.00835,1.4179,3,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,3,40,60,60,5,3,0,0,0,2,2,1,1,2,6,5,80,2,1
"284",3047,1,1.5,1.5,75,80,6.4,0,-0.78611,-0.48384,-0.62712,-0.1906,-0.67334,-1.02196,-0.85113,-1.132,-0.06271,-1.80015,0.97356,0.30142,0.98273,-0.8417,1.35446,2.65731,0.36073,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,3,4,35,40,6,2,0,0,0,2,2,0,1,1,5,4,8,2,2
"285",3048,1,1,1,132,80,13.6,0,-0.63858,-0.82361,0.03915,-0.88138,-1.61833,-0.87488,1.35727,0.55496,0.44887,1.28916,-1.27608,-0.39791,1.3384,0.93595,1.99012,0.16241,-1.05171,4,0,0,1,0,3,4,3,3,3,0,0,0,0,0,0,1,5,0,0,1,0,0,0,2,15,62,70,2,2,0,0,0,2,2,0,1,1,6,4,30,2,2
"286",3049,1,1,1,120,80,19,20,0.07636,1.34846,0.63369,1.69911,0.57427,1.28846,0.04107,0.43017,-1.05052,1.14446,-0.32683,0.46673,0.42674,-1.59246,0.53655,0.05986,-0.96116,2,1,1,1,0,1,2,1,1,1,0,0,0,0,0,1,1,7,0,0,0,1,0,0,2,19,60,60,4,2,0,0,0,2,1,1,1,1,6,6,38,1,1
"287",3051,1,1,1,120,80,35,8,0.85491,-0.75026,-0.60917,-0.8426,0.28399,-0.35595,0.20823,1.25623,0.51424,1.22364,-0.67189,1.22037,0.53601,-1.02667,-0.1673,0.02385,0.29887,3,0,1,1,0,3,3,3,3,2,1,1,0,1,0,1,1,6,0,0,0,0,0,0,1,35,60,60,4,3,0,2,0,2,1,0,1,0,6,4,70,1,2
"288",3052,1,1,1,150,80,28,0,-0.42762,-0.95551,-0.60371,-0.73305,-0.13824,0.05811,0.75829,0.21824,0.56067,0.29759,1.31215,0.37635,0.51222,-1.01414,0.36253,0.65135,-0.28468,2,1,0,1,0,2,1,2,2,2,0,0,0,0,0,0,1,4,0,0,0,1,0,0,2,35,70,80,5,2,0,0,0,2,2,0,1,1,5,5,70,2,1
